,Name,City,Rating,Rating Count,Telephone,Cuisine,Cost for two,Address,Famous Food,updated_url
9846,Bamboo Restaurant,Bengaluru,4.5,140.0,+91 9995818283,"North Indian, Chinese, Biryani",700.0,"408, 5th Main Road, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore","Bamboo Chicken Biryani , Prawn Ghee Roast , Fried Rice , Crispy Chicken , Mojito , Bamboo Shoot Soup",https://www.zomato.com/bangalore/bamboo-restaurant-kalyan-nagar-bangalore
18531,Purani Dilli By Anand Sweets,Bengaluru,4.5,320.0,080 41575757,"North Indian, Fast Food",500.0,"Level 1, 14, Opposite Fire Station, Adjacent to Kaikondrahalli Lake, Sarjapur Road, Bangalore","Chole Bhature , Thali , Chaat , Raj Kachori , Lassi , Raita , Paneer Tikka",https://www.zomato.com/bangalore/purani-dilli-by-anand-sweets-sarjapur-road
17779,Kobe Sizzlers,Bengaluru,4.5,1648.0,+91 8050001660 +91 9901299432,"American, Continental, Fast Food, Steak",1500.0,"516, Near ICICI Bank, CMH Road, Indiranagar, Bangalore","Sizzler Brownie , Sangria , Pan Fried Momos , Paneer Steak Sizzler , Tomato Soup , Pizza , Chips",https://www.zomato.com/bangalore/kobe-sizzlers-indiranagar
945,Yum In My Tum,Bengaluru,4.5,194.0,+91 9108084789,"Chinese, Fast Food",450.0,"766/A, 16th Main Road, BTM 2nd Stage, Bangalore","Momos , Pizza Sandwich , Manchow Soup , Noodle , Fried Rice , Chowmein , Honey Chilli Potatoes",https://www.zomato.com/bangalore/yum-in-my-tum-1-btm-bangalore
17784,WarmOven Cake & Desserts,Bengaluru,4.5,218.0,00 888023323 +91 8197170008,"Bakery, Desserts",500.0,"122, Outer Circle, Dodsworth Layout, Whitefield, Bangalore","Ferrero Rocher Cake , Cupcake , Chocolate Cake , Chocolate Truffle",https://www.zomato.com/bangalore/warmoven-cake-desserts-whitefield-bangalore
17205,Nagarjuna,Bengaluru,4.5,2128.0,080 42800900 080 50924455,"Andhra, Biryani",850.0,"195, Double Road, Indiranagar, Bangalore","Andhra Meal , Mutton Biryani , Chicken Biryani , Andhra Biryani , Chilli Chicken , Andhra Thali , Butter Naan",https://www.zomato.com/bangalore/nagarjuna-indiranagar
17786,Mudpipe Cafe,Bengaluru,4.5,781.0,+91 9886140111,"Cafe, Continental, Italian, Burger",750.0,"37/1, 3rd, 4th, 5th Floor. Oppsite Sigma Mall, Cunningham Road, Bangalore","Sandwich , Kit Kat Shake , Mud Shake , Fries , Pasta , Nachos , Mozzarella Sticks",https://www.zomato.com/bangalore/mudpipe-cafe-cunningham-road
17197,Nagarjuna,Bengaluru,4.5,1241.0,080 61200400 080 61200401,"Andhra, Biryani",800.0,"88, Outer Ring Road, Next More Supermarket, Marathahalli, Bangalore","Andhra Meal , Chicken Biryani , Pepper Chicken , Andhra Thali , Vegetable Biryani , Panneer Butter Masala , Andhra Biryani",https://www.zomato.com/bangalore/nagarjuna-marathahalli
9873,The Teal Door Cafe,Bengaluru,4.5,2257.0,080 49653146,"Cafe, Continental",800.0,"618, 2nd Main Road, Binnamangala, Hoysala Nagar, Indiranagar, Bangalore","Nachos , Sandwich , Maggi , Hot Chocolate , Churros , Chicken Curry , Appam",https://www.zomato.com/bangalore/the-teal-door-cafe-1-indiranagar
255,Sidewalk Cafe & Bar - The Paul Bangalore,Bengaluru,4.5,227.0,080 40477777 +91 9902010385,"European, Italian, Asian",1500.0,"The Paul Bangalore, 139/28, Opposite Embassy Golf Links, Off Intermediate Ring Road, Domlur, Bangalore","Pizza , Beer , Mocktails , Pasta , Vada , Waffles , Pancakes",https://www.zomato.com/bangalore/sidewalk-cafe-bar-the-paul-bangalore-domlur-bangalore
18538,Anand Sweets And Savouries,Bengaluru,4.5,1096.0,080 25631555 080 41104466,"Mithai, Street Food",400.0,"143/A, 60 Feet Road, Koramangala 5th Block, Bangalore","Chaat , Rasmalai , Pav Bhaji , Thali , Chole Bhature , Kulfi , Badam Milk",https://www.zomato.com/bangalore/anand-sweets-and-savouries-koramangala-5th-block-bangalore
9888,Hatch,Bengaluru,4.5,522.0,+91 8762203148 +91 8197040016,"North Indian, Mangalorean, Seafood",1200.0,"30,1st Cross, Sampige Road, Malleshwaram, Bangalore","Beer , Appam , Cocktails , Mocktails , Pizza , Neer Dosa , Murgh Ghee Roast",https://www.zomato.com/bangalore/hatch-malleshwaram-bangalore
3750,SLV Corner Restaurant,Bengaluru,4.5,416.0,+91 8026609671,"South Indian, North Indian, Chinese, Beverages",800.0,"42, Vani Vilas Road, Ramakrishna Ashrama Circle, Basavanagudi, Bangalore","Masala Dosa , Filtered Coffee , Curd Vadai , Idli , Malai Kofta , Maddur Vada , Handi Biryani",https://www.zomato.com/bangalore/slv-corner-restaurant-basavanagudi
9100,Plan B,Bengaluru,4.5,4568.0,+91 8880022737,"American, Continental, BBQ, Steak",1300.0,"20, Castle Street, Ashok Nagar, Brigade Road, Bangalore","Burgers , Beer , Chicken Wings , Nachos , Veg Lasagna , Cocktails , Beef Steak",https://www.zomato.com/bangalore/plan-b-brigade-road
9901,The Royal Corner - Pai Viceroy,Bengaluru,4.5,818.0,+91 9980909054 +91 9845184810,"North Indian, Chinese",900.0,"Pai Viceroy, 1504, 16th Cross, 9th Main, 3rd Block, Jayanagar, Bangalore","Roti , Breakfast Buffet , Kulcha , Vegetarian , Paneer Tikka , Salad , Almond Soup",https://www.zomato.com/bangalore/the-royal-corner-pai-viceroy-jayanagar
632,Maraheb Restaurant,Bengaluru,4.5,268.0,+91 9606247247 080 42001325,Arabian,1000.0,"414, 5th D Main Road, HRBR Layout 2nd Block, Kalyan Nagar, Bangalore","Kunafa , Tea , Mutton Mandi , Mutton Madfoon , Lamb Ribs , Salad , Mutton Ribs",https://www.zomato.com/bangalore/maraheb-restaurant-kalyan-nagar
17165,BOX8- Desi Meals,Bengaluru,4.5,80.0,022 33552698,"Sandwich, Ice Cream, North Indian, Fast Food, Wraps, Biryani",700.0,"17/B/5 & 17/B/6, Opposite Rail Wheel Factory, Yelahanka, Bangalore","Chocolava Cake , Paratha , Gulab Jamun , Sandwich , Halwa , Chicken Tikka Biryani , Salad",https://www.zomato.com/bangalore/box8-desi-meals-yelahanka-bangalore
9343,Broadway - The Gourmet Theatre,Bengaluru,4.5,1323.0,+91 9845856677 +91 9845745566,"Japanese, Sushi, Korean, North Indian, Mexican, Thai",1800.0,"2802, 27th Main Road, Sector 1, HSR, Bangalore","Sushi , Cocktails , Mocktails , Bamboo Chicken Biryani , Sea Food , Coconut Soup , Salmon",https://www.zomato.com/bangalore/broadway-the-gourmet-theatre-hsr
17138,Easy Bites,Bengaluru,4.5,140.0,080 43334321,"Fast Food, Sandwich",300.0,"1260 SY 35/4 SJR Tower's, 24th Main Puttanhalli, 7th Phase, JP Nagar Bangalore","Sandwich , Crispy Chicken , French Fries , Popcorn",https://www.zomato.com/bangalore/easy-bites-jp-nagar-bangalore
5293,Hotel Navayuga,Bengaluru,4.5,233.0,+91 9342006161,"South Indian, Biryani",500.0,"1, Anupama Theater Complex, SC Road, Gandhi Nagar, Majestic, Bangalore","Mutton Fry , Chicken Biryani , Chilli Chicken , Mutton Biryani , Fish Fry",https://www.zomato.com/bangalore/hotel-navayuga-majestic
18165,Leon Grill,Bengaluru,4.5,481.0,080 43719453‬,"Burger, Fast Food, Continental",650.0,"2117/25, 4th Cross, 2nd Stage, HRBR Layout, Kalyan Nagar, Bangalore","Burgers , Chicken Wrap , Jumbo Royale Burger , Peri Peri Chicken Wings , Peri Peri Chicken Burger , Peri Peri Chicken Salad , Lamb Burger",https://www.zomato.com/bangalore/leon-grill-kalyan-nagar
9922,Roundup Cafe,Bengaluru,4.5,1053.0,+91 8105661101 +91 9513194041,"Cafe, Continental, Beverages",700.0,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore","Pizza , Coffee , Pasta , Hot Chocolate , Burgers , Nachos , Chips",https://www.zomato.com/bangalore/roundup-cafe-koramangala-5th-block-bangalore
9146,WAFL Co,Bengaluru,4.5,57.0,080 43758178,"Desserts, Beverages",400.0,"63, 5th Block, Jyoti Nivas College Road, Koramangala Bangalore","Waffles , Pancakes , Oreo Waffle",https://www.zomato.com/bangalore/wafl-co-koramangala-5th-block-bangalore
9154,Bangalore Brew Works,Bengaluru,4.5,2363.0,+91 9620856777 +91 9740704411,"Continental, Italian",1700.0,"10th Level Prestige Towers, 99/100, Residency Road, Bangalore","Wheat Beer , Cocktails , Nachos , Stout , Spaghetti , Pepperoni Pizza , Lager",https://www.zomato.com/bangalore/bangalore-brew-works-residency-road
694,Cafe Mangii,Bengaluru,4.5,1082.0,+91 8022270098,"Italian, Continental, Pizza",1600.0,"204/A, Comet Block, UB City, Vittal Mallya Road, Near Lavelle Road, Lavelle Road, Bangalore","Pizza , Pasta , Mocktails , Salad , Tiramisu , Sangria , Roasted Red Pepper Soup",https://www.zomato.com/bangalore/cafe-mangii-lavelle-road
3847,Zero Kelvin,Bengaluru,4.5,180.0,+91 8045128779,"Desserts, Beverages",450.0,"Shop 1, 1st Floor, House 58, Drisham Enclave, 1st Cross, Govinda Reddy Layout Munnekollala, Kundanhalli Gate, Brookefield, Bangalore","Waffles , Thick Shakes , Blueberry Shake , Choco Brownie , Ferrero Rocher Shake , Milky Way , Nutella Brownie",https://www.zomato.com/bangalore/zero-kelvin-brookefield-bangalore
9234,Monkey Bar,Bengaluru,4.5,4038.0,080 44114455,"American, Asian, European, North Indian",1400.0,"610, Diagonally Opposite SBI Bank, 12th Main, Off 80 Feet Road, Indiranagar, Bangalore","Cocktails , Burgers , Nachos , Butterfly Chicken , Beer , Pizza , Wings",https://www.zomato.com/bangalore/monkey-bar-indiranagar
18370,Polar Bear,Bengaluru,4.5,126.0,080 41153511,"Desserts, Ice Cream, Bakery",350.0,"14, Opposite Indian Oil Petrol Bunk, RT Nagar, Bangalore","Death By Chocolate , Sandwich",https://www.zomato.com/bangalore/polar-bear-rt-nagar
17341,BOX8- Desi Meals,Bengaluru,4.5,588.0,080 33552698,"Sandwich, Ice Cream, North Indian, Fast Food, Wraps, Biryani",700.0,"5/3, BEML Layout, Kundanahalli Gate, Brookefields, BEML Layout, Brookefield, Bangalore","Paratha , Salad , Dal Makhani , Biryani , Sandwich , Lemonade , Chocolava Cake",https://www.zomato.com/bangalore/box8-desi-meals-brookefield-bangalore
9671,Thyme & Whisk,Bengaluru,4.5,207.0,080 40977577 +91 9741616018,"Asian, Chinese, Continental, Italian",800.0,"56/1, Sri Krishna Towers, 9th Main Road, 5th Block, Jayanagar, Bangalore","Pizza , Pasta , Mocktails , Momos , Mushroom Soup , Nachos , Hakka Noodles",https://www.zomato.com/bangalore/thyme-whisk-jayanagar-bangalore
873,Indian Durbar - Conrad Bengaluru,Bengaluru,4.5,109.0,+91 8884400194 +91 8884358678,North Indian,3000.0,"Conrad Hotels, Kensington Road, Ulsoor, Bangalore","Biryani , Filter Coffee Ice Cream , Dal Makhani , Galauti Kebab , Amritsari Kulcha",https://www.zomato.com/bangalore/indian-durbar-conrad-bengaluru-ulsoor
18424,Polar Bear,Bengaluru,4.5,192.0,080 41740707,"Desserts, Ice Cream, Bakery",350.0,"1/1, 14th Cross, Near Sai Baba Temple, Sampige Road, Malleshwaram, Bangalore","Death By Chocolate , Brownie Fudge , Hot Chocolate Fudge , Cheese Sandwich , Grilled Sandwich",https://www.zomato.com/bangalore/polar-bear-1-malleshwaram
17333,BOX8- Desi Meals,Bengaluru,4.5,54.0,022 33552698,"Sandwich, Ice Cream, North Indian, Fast Food, Wraps, Biryani",700.0,"120/4, Harlur Main Rd, Reliable Residency Layout","Gulab Jamun , Biryani , Dal Makhani , Butter Chicken , Salad , Brownie Chocolate , Palak Paneer",https://www.zomato.com/bangalore/box8-desi-meals-1-hsr-bangalore
9700,NH8,Bengaluru,4.5,2243.0,080 45128641,"North Indian, Rajasthani",700.0,"710, 3rd Floor, 80 Feet Road, Above New Bata Showroom, Indiranagar, Bangalore","Rajasthani Thali , Shrikhand , Jal-jeera , Khichda , Gajar Ka Halwa , Dal Bati Churma , Palak Puri",https://www.zomato.com/bangalore/nh8-indiranagar
9733,Kesar Sweet Shop and Fast Food,Bengaluru,4.5,1236.0,+91 7760039922 +91 9886327139,"North Indian, South Indian, Chinese",500.0,"605, AECS Layout, Kundanahalli, Brookefield, Bangalore","Jalebi , Chaat , Chole Bhature , Kulfi , Panipuri , Pav Bhaji , Thali",https://www.zomato.com/bangalore/kesar-sweet-shop-and-fast-food-brookefield
4457,Hotel Annapoorna,Bengaluru,4.5,240.0,080 22912755,"Andhra, Biryani",450.0,"6th Cross, Gandhinagar, Majestic Area, Majestic, Bangalore","Chicken Biryani , Mutton Biryani , Mutton Fry , Andhra Meal , Fry Prawns , Chicken 65 , Mutton Keema",https://www.zomato.com/bangalore/hotel-annapoorna-majestic
17306,BOX8- Desi Meals,Bengaluru,4.5,269.0,080 33552698 00 08043706255,"Sandwich, Ice Cream, North Indian, Fast Food, Wraps, Biryani",700.0,"642/35, 24th Main, Raghvendra Swamy Temple Road, Near Reliance Digital Express, TMC Layout, 1st Phase, JP Nagar, Bangalore","Salad , Biryani , Gulab Jamun , Sandwich , Paratha , Masala Lemonade , Dal Makhani",https://www.zomato.com/bangalore/box8-desi-meals-jp-nagar-bangalore
18210,Apsara Ice Creams,Bengaluru,4.5,118.0,Not Available,"Ice Cream, Desserts",400.0,"77/1, Ground Floor, CJR Arcade, Next to Central Mall, Bellandur Post, Bellandur Village, Bellandur, Bangalore","Panipuri , Blueberry Cheesecake , Sitaphal Ice Cream , Chocolate Icecreams",https://www.zomato.com/bangalore/apsara-ice-creams-bellandur-bangalore
16651,The Rasoiya Street,Bengaluru,4.5,1327.0,+91 9741311961 +91 7742251211,"North Indian, Continental, Mediterranean, Chinese",800.0,"Florus, 3rd Floor, Above Apollo Clinic, Neeladri Road, Electronic City, Bangalore","Pasta , Noodle , Nachos , Buttermilk , Paneer Tikka , Manchow Soup , Almond Soup",https://www.zomato.com/bangalore/the-rasoiya-street-electronic-city
9807,Ecstasy,Bengaluru,4.5,74.0,080 49652195,"Cafe, Continental",600.0,"589, 1st Cross, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore","Tea , Coffee , Pasta , Cappuccino , Cafe Mocha , Pancakes , English Breakfast",https://www.zomato.com/bangalore/ecstasy-indiranagar-bangalore
18448,Polar Bear,Bengaluru,4.5,194.0,+91 8310527300 +91 8792518503,"Desserts, Ice Cream, Bakery",350.0,"16, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore","Death By Chocolate , Hot Chocolate , Sandwich , Choco Fudge Brownie , Lychee Sundae , Ice Cream Pizza , Chocolate Fudge Brownie",https://www.zomato.com/bangalore/polar-bear-electronic-city
18450,Cake Zone,Bengaluru,4.5,54.0,+91 8043334321,"Bakery, Desserts",300.0,"1, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",Chocolate Truffle,https://www.zomato.com/bangalore/cake-zone-btm-bangalore
18493,Polar Bear,Bengaluru,4.5,241.0,080 25724666 091 8197844488,"Desserts, Ice Cream, Bakery",350.0,"36/A, 22nd Cross, Sector 3, Near HSR Club, HSR, Bangalore","Sandwich , Ice Cream Pizza , Brownie , Death By Chocolate , Chocolate Fudge , Vanilla Ice Cream , Chocolate Cake",https://www.zomato.com/bangalore/polar-bear-hsr
3836,Namma Kudla,Bengaluru,4.5,86.0,+91 9845712676 080 23442676,"South Indian, Mangalorean",100.0,"97, 8th Cross Temple Road, Malleshwaram, Bangalore","Thali , Neer Dosa , Kotte Kadabu , Idli",https://www.zomato.com/bangalore/namma-kudla-malleshwaram
9182,Breezy Cow Bar,Bengaluru,4.5,121.0,+91 9886373775,Beverages,400.0,"420, CMR Road, HRBR Layout, 2nd Block, Sena Vihar, Kalyan Nagar, Bangalore","Milk Shake , Brownie , Belgium Chocolate",https://www.zomato.com/bangalore/breezy-cow-bar-kalyan-nagar
8496,Shang Palace - Shangri-La Hotel,Bengaluru,4.5,368.0,080 45126440,"Chinese, Asian",2000.0,"Shangri-La Hotel, 56-6B, Palace Road, Bengaluru","Noodle , Chilli Chicken , Dumplings , Prawn Dim Sums , Peking Duck , Salad , Wine",https://www.zomato.com/bangalore/shang-palace-shangri-la-hotel-vasanth-nagar-bangalore
18196,Mani's Dum Biryani,Bengaluru,4.5,530.0,+91 9606441698,"Biryani, Andhra",750.0,"471, Kothanur Dinne Main Road, 1st Floor, RBI Layout, 7th Phase, JP Nagar, Bangalore","Paneer Biryani , Chicken Biryani , Raita , Dum Biryani , Chicken 65 , Biryani Combo , Vegetable Biryani",https://www.zomato.com/bangalore/manis-dum-biryani-jp-nagar
9166,Anand Sweets And Savouries,Bengaluru,4.5,347.0,+91 8041575757,"Mithai, Street Food",400.0,"14, Sarjapur Road, Kaikondhalli Lake, Opposite Fire Station, Sarjapur Road, Bangalore","Chaat , Rasmalai , Rasgulla , Raj Kachori , Chole Bhature , Pav Bhaji , Jalebi",https://www.zomato.com/bangalore/anand-sweets-and-savouries-sarjapur-road-bangalore
3824,Cool Joint,Bengaluru,4.5,882.0,080 41210004,"Beverages, Desserts",250.0,"30th Cross, 11th Main, 4th Block, Jayanagar, Bangalore","Mango Milkshake , Hot Chocolate Fudge , Faluda , Paneer Sandwich , Veg Grilled Sandwich , Tomato Soup , Cheese Grilled Sandwich",https://www.zomato.com/bangalore/cool-joint-jayanagar
9803,Le Arabia,Bengaluru,4.5,321.0,080 49653462,"Arabian, North Indian, Mughlai, Chinese, Beverages, Desserts",800.0,"15, Bannerghatta Main Road, JP Nagar, Bangalore","Faluda , Shawarma , Prawn , Sea Food , Mutton Roganjosh , Chicken Biryani , Basmati Rice",https://www.zomato.com/bangalore/le-arabia-jp-nagar-bangalore
9804,Moto Store & Café,Bengaluru,4.5,410.0,+91 9449734040 +91 9886744147,"Pizza, Italian, Cafe, Burger, Finger Food, Fast Food, Sandwich",500.0,"9, Lake Square, Tank Road, Ulsoor, Bangalore","Pizza , Maggi , Wedges , Burgers , Tea , Paratha , Aam Panna",https://www.zomato.com/bangalore/moto-store-café-ulsoor
17743,Nandhana Palace,Bengaluru,4.5,724.0,+91 9513444823 080 46131111,"Andhra, Biryani, North Indian, Chinese",800.0,"28/1, Behind Nature Basket, 5th Main, 1st Cross, E Block, Sahakara Nagar, Bangalore","Bamboo Chicken , Chicken Biryani , Drumstick Soup , Mutton Biryani , Mutton Fry , Chilli Chicken , Fish Fry",https://www.zomato.com/bangalore/nandhana-palace-sahakara-nagar
10555,RS Shiv Sagar Express,Bengaluru,4.5,89.0,+91 7026236662,"South Indian, North Indian, Chinese, Fast Food",300.0,"62, 80 Feet Road, RMV 2nd Stage, Near M S Ramaiah Hospital, New BEL Road, Bangalore","Chaat , Paratha , Masala Dosa , Onion Dosa",https://www.zomato.com/bangalore/rs-shiv-sagar-express-new-bel-road-bangalore
9809,The Flying Cup,Bengaluru,4.5,254.0,+91 9686817341,"Fast Food, Beverages",500.0,"2nd Floor, 305, Opposite Akme Harmony, Main Road, Bellandur, Bangalore","Sabudana Khichdi , Sandwich , Ginger Tea , Onion Pakoda , Samosa , Filtered Coffee , Khichda",https://www.zomato.com/bangalore/the-flying-cup-sarjapur-road
16648,Mojo Pizza - 2X Toppings,Bengaluru,4.5,275.0,022 33252828,Pizza,600.0,"98, Karthik Nagar, LRDE Layout, Outer Ring Road, Marathahalli, Bangalore","Cheesy Garlic Bread , Chocolava Cake , Veggie Pizza , Pepperoni Pizza , Tex Mex , House Pizza , Paneer Tikka",https://www.zomato.com/bangalore/mojo-pizza-2x-toppings-1-marathahalli-bangalore
5892,Tibetan Kitchen,Bengaluru,4.5,294.0,+91 8025524435,"Tibetan, Chinese, Continental, Momos",600.0,"52, Industrial Layout, 5th Block, Opposite Jyoti Nivas College Main Gate, Koramangala 5th Block, Bangalore","Noodle , Pasta , Tibetan Momos , Thukpa , Clear Soup , Steak , Chicken Momo",https://www.zomato.com/bangalore/tibetan-kitchen-koramangala-5th-block
11720,Mr. Beans - Home Cafe,Bengaluru,4.5,2793.0,+91 8041115717 +91 9826035450,"Cafe, Continental, Italian",1000.0,"100 Feet Road, Besides Karnataka Bank, Near BDA Complex, Koramangala 3rd Block, Bangalore","Coffee , Pasta , Waffles , Pizza , Sandwich , Hot Chocolate , Tea",https://www.zomato.com/bangalore/mr-beans-home-cafe-koramangala-3rd-block
11731,Kamat Lokaruchi,Bengaluru,4.5,790.0,+91 9008555933 +91 9980199186,"South Indian, Mangalorean",450.0,"Janapada Loka, Archakarahalli, Ramanagara, Bangalore-Mysore Road, Mysore Road, Bangalore","Vada , Idli , Masala Dosa , Breakfast Buffet , Filtered Coffee , Buttermilk , Akki Rottis",https://www.zomato.com/bangalore/kamat-lokaruchi-mysore-road
7535,The Raj Pavilion - ITC Windsor,Bengaluru,4.5,400.0,080 61401224,"North Indian, Continental, Asian",2000.0,"ITC Windsor, 25 Windsor Square, Sankey Road, Bangalore","Pizza , Hot Chocolate , Salad , Creme Brulee , Chocolate Cake , Dum Biryani , Sea Food",https://www.zomato.com/bangalore/the-raj-pavilion-itc-windsor-sankey-road
11734,V B Bakery,Bengaluru,4.5,536.0,+91 9620390345,Bakery,150.0,"Sajjan Rao Circle, VV Puram, Basavanagudi, Bangalore","Honey Cake , Apple Cake , Bun Butter Jam , Fruit Cake , Potato Bun , Bun Masala , Veg Puff",https://www.zomato.com/bangalore/v-b-bakery-basavanagudi
28,Kesariya,Bengaluru,4.5,1335.0,080 26590800 +91 9844986893,Rajasthani,1200.0,"55, Goenka Chambers, Jeevan Griha Colony, 19th Main, Phase 2, JP Nagar, Bangalore","Dal Bati , Kulfi , Chaat , Rajasthani Thali , Rabri , Chaach , Kachori",https://www.zomato.com/bangalore/kesariya-jp-nagar
11743,Mad Over Donuts,Bengaluru,4.5,730.0,+91 8033166397 +91 8067266398,"Bakery, Desserts, Beverages",450.0,"G 6, Ground Floor, Money Centre, 80 Feet Road, 7th Block, Koramangala 7th Block, Bangalore","Donut , Latte , Coffee , Hot Chocolate , Choco Bomb , Waffles , Cupcake",https://www.zomato.com/bangalore/mad-over-donuts-koramangala-7th-block
5885,Vardhas,Bengaluru,4.5,78.0,+91 9448203848 +91 8277746310,"South Indian, North Indian",400.0,"1171, 1st Floor, 11th Block, Arakavathi Layout, Rachenahalli, Thanisandra, Near Nagawara, Bengalore",Idli,https://www.zomato.com/bangalore/vardhas-nagawara-bangalore
15829,Kanti Sweets,Bengaluru,4.5,291.0,080 22960660 080 40990661,"Mithai, Street Food",500.0,"518, VV Arcade,1st Main, AECS Layout, B Block, Kundalahalli, Brookefield, Bangalore","Mysore Pak , Ladoo , Indian Sweets , Rasgulla",https://www.zomato.com/bangalore/kanti-sweets-brookefield
11781,Enchanted Garden,Bengaluru,4.5,908.0,+91 8043770421 +91 9845327901,"North Indian, Continental, Italian, Cafe, Pizza, Finger Food",1400.0,"Bungalow 1, Bright Farm, Thubarahalli, Varthur Road, Whitefield, Bangalore","Burgers , Pizza , Mocktails , Pasta Arrabiata , Paneer Tikka Sandwich , Paneer Pasanda , Stuffed Mushroom",https://www.zomato.com/bangalore/enchanted-garden-whitefield-bangalore
1710,Lotus Pavilion - ITC Gardenia,Bengaluru,4.5,188.0,+91 9910655958 +91 7976062059,"Continental, Coffee",3000.0,"ITC Gardenia, 1, Richmond Road, Bangalore","Salad , Beer , Lamb Chops , Tea , Cappuccino",https://www.zomato.com/bangalore/lotus-pavilion-itc-gardenia-richmond-road-bangalore
11790,Brahmin Tiffins & Coffee,Bengaluru,4.5,432.0,+91 9164730896,South Indian,100.0,"35/8, 11th Main Road, 30th Cross, 4th Block, Jayanagar, Bangalore","Masala Dosa , Filtered Coffee , Idli Vada , Upma , Aloo Palya , Kesari Bath , Kharabath",https://www.zomato.com/bangalore/brahmin-tiffins-coffee-jayanagar-bangalore
15791,Shanmukha,Bengaluru,4.5,2285.0,+91 8041735566 +91 8041745566,"Biryani, Andhra, North Indian, Chinese, Seafood, Kebab, Fast Food",800.0,"1313, Near Bangalore Central Mall, 25th Main, 9th Block, Jayanagar, Bangalore","Egg Chilli , Egg Biryani , Hyderabadi Biryani , Raita , Naan , Shanmukha Biryani , Butter Chicken",https://www.zomato.com/bangalore/shanmukha-1-jayanagar
1716,Nazaara - Courtyard By Marriott,Bengaluru,4.5,189.0,080 49652697,North Indian,2500.0,"Terrace Level, Courtyard By Marriott, 2/55, Outer Ring Road, Opposite Lumbini Garden, Nagavara, Hebbal, Bangalore","Cocktails , Galauti Kebab , Biryani , Shahi Tukda , Mocktails , Seekh Kebab , Nalli Nihari",https://www.zomato.com/bangalore/nazaara-courtyard-by-marriott-hebbal-bangalore
19448,Lassi shop,Bengaluru,4.5,224.0,Not Available,"Beverages, Ice Cream",200.0,"940, 6th 'C' Main 1st Block, Near Wipro Signal, Koramangala 1st Block, Bangalore","Sweet Lassi , Mississippi Mud , Faluda , Chocolate Fudge , Mocktails",https://www.zomato.com/bangalore/lassi-shop-koramangala-1st-block
11705,Cafe Palmyra,Bengaluru,4.5,578.0,080 30514600 080 46444625,"Chinese, North Indian, Continental, Cafe",2000.0,"Palm Meadows Club, Ramagondana Halli, Varthur Road, Whitefield, Bangalore","Burgers , Fish Finger , Club Sandwich , Pizza , Tea , Pork Chops , Chicken Tikka",https://www.zomato.com/bangalore/cafe-palmyra-whitefield
2461,New Krishna Bhavan,Bengaluru,4.5,645.0,080 23560940,"South Indian, North Indian, Chinese",200.0,"Sampige Theatre, Sampige Road, Malleshwaram, Bangalore","Neer Dosa , Filtered Coffee , Masala Dosa , Bonda , Button Idli , Badam Halwa , Rava Dosa",https://www.zomato.com/bangalore/new-krishna-bhavan-malleshwaram
13355,Brahmins' Thatte Idli,Bengaluru,4.5,208.0,+91 7625097553,South Indian,100.0,"26, Seshadripuram College, Opposite Axis Bank, Yelahanka New Town, Yelahanka, Bangalore","Thatte Idli , Filtered Coffee , Tea , Kesari Bath",https://www.zomato.com/bangalore/brahmins-thatte-idli-yelahanka-bangalore
7327,Palette - Taj Yeshwantpur,Bengaluru,4.5,250.0,+91 8095015677,"Mediterranean, South Indian, North Indian, Chinese",1800.0,"Taj Yeshwantpur, 2275 Tumkur Road, Yeshwantpur, Bangalore","Cocktails , Lunch Buffet , Salad , Biryani , Pasta , Breakfast Buffet , Idli",https://www.zomato.com/bangalore/palette-taj-yeshwantpur-yeshwantpur-bangalore
13399,Drunken Monkey,Bengaluru,4.5,302.0,+91 8618471544 +91 9148489793,"Beverages, Fast Food",500.0,"54/55, 3rd Cross, Omkar Nagar, Arekere Gate, Bannerghatta Road, Bangalore","Hot Chocolate Brownie , Red Velvet Shake , French Fries , Chicken Tikka Sandwich , Cheese Sandwich , Irish Cream Coffee , Chicken Grilled Sandwich",https://www.zomato.com/bangalore/drunken-monkey-bannerghatta-road
13407,Drunken Monkey,Bengaluru,4.5,134.0,+91 9108903018 +91 9108969808,"Beverages, Fast Food",500.0,"779, 80 Feet Peripheral Road, 4th Block, Opposite Nilgiris Supermarket, Koramangala 4th Block, Bangalore","Brownie , Oreo Shake , Protein Shake , Thick Shakes , Fruit Juices",https://www.zomato.com/bangalore/drunken-monkey-koramangala-4th-block
13447,Konark Vegetarian Restaurant,Bengaluru,4.5,439.0,+91 7795064565 080 41464564,"North Indian, Chinese, South Indian",700.0,"49, 2nd Floor, Next to Bata showroom, Commercial Street, Bangalore","Panneer Butter Masala , Manchurian , Garlic Naan , Coffee , Noodle , Paneer Satay , Carrot Halwa",https://www.zomato.com/bangalore/konark-vegetarian-restaurant-commercial-street
